date,tweet,username,cleaning
Mon Apr 29 13:40:07 +0000 2024,@riskriskkk @kiddiejaemin Terserah deh suka2 lu wkwk. Orang yg lu belain itu ngomong di sosmed kalo gajinya 2 digit makanya orang2 protes. Tanpa dtks jg dia bisa daftar kipk lagian penerima pkh mana yg sempet mikir beli ipad sm barang branded? Banyak penerima lain yg lebih layak,chrsk09,riskriskkk kiddiejaemin terserah deh suka lu wkwk orang yg lu belain itu ngomong di sosmed kalo gajinya digit makanya orang protes tanpa dtks jg dia bisa daftar kipk lagian penerima pkh mana yg sempet mikir beli ipad sm barang branded banyak penerima lain yg lebih layak
Mon Apr 29 13:39:56 +0000 2024,kalo ini mah aku jg emosi pdhl selama ini selalu posthink sm penerima KIPK yg mungkin rejeki aja. tp ini udh mah gaji 2 digit tas segunung personality jelek mulutnya jelek yaAllah there s no redeeming qualities ,_lonewolfffs,kalo ini mah aku jg emosi pdhl selama ini selalu posthink sm penerima kipk yg mungkin rejeki aja tp ini udh mah gaji digit tas segunung personality jelek mulutnya jelek yaallah there s no redeeming qualities
Mon Apr 29 13:39:21 +0000 2024,@Sodikin_anhr @miutlak Penerima kipk tapi dia mampu kak. Jadi org org marah Karna masih banyak org yg lebih pantes buat dapat kipk,hikariii_____,sodikin anhr miutlak penerima kipk tapi dia mampu kak jadi org org marah karna masih banyak org yg lebih pantes buat dapat kipk
Mon Apr 29 13:38:51 +0000 2024,@prettievr penerima kipk padahal mamvu,Vaphe,prettievr penerima kipk padahal mamvu
Mon Apr 29 13:38:16 +0000 2024,@idfchh_ @undipmenfess Gw gk setuju sama opini ini karena walaupun penerima kipk uang kuliah gratis tpi ada buku yg harus dibeli dan itu jumlahnya gk sedikit ,LVLY0708,idfchh undipmenfess gw gk setuju sama opini ini karena walaupun penerima kipk uang kuliah gratis tpi ada buku yg harus dibeli dan itu jumlahnya gk sedikit
Mon Apr 29 13:37:34 +0000 2024,@oranghuman12 @woojinano @DraftAnakUnpad Penerima kipk juga mungkin wkwk,winbrekele,oranghuman woojinano draftanakunpad penerima kipk juga mungkin wkwk
Mon Apr 29 13:35:34 +0000 2024,Harusnya ga cuma dicabut tapi didenda juga Idk flow kipk tuh gmn tapi sistemnya harus dibenahi sih Contoh ortu dan penerima bersedia memberi info soal gaji dan income keluarga misal selama 1 semester sebelum menerima kipk untuk 1 semester selanjutnya dan seterusnya begitu,deenoo_o,harusnya ga cuma dicabut tapi didenda juga idk flow kipk tuh gmn tapi sistemnya harus dibenahi sih contoh ortu dan penerima bersedia memberi info soal gaji dan income keluarga misal selama semester sebelum menerima kipk untuk semester selanjutnya dan seterusnya begitu
Mon Apr 29 13:33:36 +0000 2024,Temen klsku penerima kipk bapaknya punya mobil dan sawah wkwk jgn tanya motornya berapa Dptnya sampe lulus pula jdi keinget ada temen yg ngundurin diri dari kampus krna ga punya biaya kuliah :),itsme_nayy,temen klsku penerima kipk bapaknya punya mobil dan sawah wkwk jgn tanya motornya berapa dptnya sampe lulus pula jdi keinget ada temen yg ngundurin diri dari kampus krna ga punya biaya kuliah
Mon Apr 29 13:32:09 +0000 2024,@niwseir okay setuju di statemen pertama. tapi kita sama tau lah ya yg beneran miskin dan pura2 miskin. ga mengharamkan anak kipk punya hal mewah tapi apakah realistis jika demikian? dan ada batas etis apabila si penerima kipk bermewah2 dgn keadaan yg ga menerima justru capek nyukupin.,TheaRizkyyy,niwseir okay setuju di statemen pertama tapi kita sama tau lah ya yg beneran miskin dan pura miskin ga mengharamkan anak kipk punya hal mewah tapi apakah realistis jika demikian dan ada batas etis apabila si penerima kipk bermewah dgn keadaan yg ga menerima justru capek nyukupin
Mon Apr 29 13:29:18 +0000 2024,@t000mat000u @undipmenfess 'susah dapet' artinya ad yg salah dengan sistem kipk siapa pembuat sistem? pemerintah. Harusnya protes ke pemerintah. Capek protes? ya jangan capek itu hak kalian kok. Temen udh dapet kok malah disuruh turun harusnya kalian minta tambah kuota penerima dong,taufiknugroho,tmatu undipmenfess susah dapet artinya ad yg salah dengan sistem kipk siapa pembuat sistem pemerintah harusnya protes ke pemerintah capek protes ya jangan capek itu hak kalian kok temen udh dapet kok malah disuruh turun harusnya kalian minta tambah kuota penerima dong
Mon Apr 29 13:28:27 +0000 2024,mslhnya disini bukan 'semua org hrs menderita dan ga boleh ada perbaikan nasib sdikit pun' tapi dia mengambil hak org lain yg sharusnya jauh lebih butuh. bayangin dia bahkan sdah bs beli brng tersier yg kalo di total adalah sejumlah UKT dan uang yg dia terima sbg penerima kipk.,nindipage,mslhnya disini bukan semua org hrs menderita dan ga boleh ada perbaikan nasib sdikit pun tapi dia mengambil hak org lain yg sharusnya jauh lebih butuh bayangin dia bahkan sdah bs beli brng tersier yg kalo di total adalah sejumlah ukt dan uang yg dia terima sbg penerima kipk
Mon Apr 29 13:04:30 +0000 2024,Aku lagi mikir mikir kasus apa ya yang bakal menjerat aku sampe dibawa ke base gede di twt takut bgt tl banyak ngebongkar anak ankk kipk terus diserang sampe personalnya. Tapi aku bukan penerima kipk si. Chill bro,zk_wla,aku lagi mikir mikir kasus apa ya yang bakal menjerat aku sampe dibawa ke base gede di twt takut bgt tl banyak ngebongkar anak ankk kipk terus diserang sampe personalnya tapi aku bukan penerima kipk si chill bro
Mon Apr 29 13:04:13 +0000 2024,Jujur lebih percaya dia penerima KIPK dan semua tweet dia halu tapi pas liat ig dia... tambah liat ss tweet dia punya 2 digit umur 19th dan ternyata dia penerima KIPK 2021... https://t.co/zumPg62smn,Oktaviainiokta,jujur lebih percaya dia penerima kipk dan semua tweet dia halu tapi pas liat ig dia tambah liat ss tweet dia punya digit umur th dan ternyata dia penerima kipk
Mon Apr 29 13:03:59 +0000 2024,ni tl penuh ama berita penerima kipk itu dah,strawbrry___,ni tl penuh ama berita penerima kipk itu dah
Mon Apr 29 13:02:53 +0000 2024,@howmanystarsare @rosanaile @undipmenfess Keknya orang2 terlalu marah pas tau dia ternyata penerima kipk sedangkan banyak di luar sana gagal kuliah karena terhalang biaya atau banyak juga mahasiswa yg hidup pas2an tapi gak bisa dapet kipk. Ditambah personal branding dia berbanding terbalik sama jejak digital di sosmed https://t.co/cyCmRSFXRB,blaeum_blaeum,howmanystarsare rosanaile undipmenfess keknya orang terlalu marah pas tau dia ternyata penerima kipk sedangkan banyak di luar sana gagal kuliah karena terhalang biaya atau banyak juga mahasiswa yg hidup pasan tapi gak bisa dapet kipk ditambah personal branding dia berbanding terbalik sama jejak digital di sosmed
Mon Apr 29 13:01:47 +0000 2024,Dia udah sehedon itu dengan embel-embel penerima KIPK trus beliau ini tiba-tiba ngebelain????????? Ga ngerti,aegistru_,dia udah sehedon itu dengan embel embel penerima kipk trus beliau ini tiba tiba ngebelain ga ngerti
Mon Apr 29 13:01:40 +0000 2024,@niwseir kepercayaan masyarakat sama penerima KIPK itu emang udh jelek sejak banyak yg gak tepat sasaran wajar aja pada sentimen. ya kalo udah mampu tinggal cabut aja apa susahnya sih wkwkwk,zalisvana,niwseir kepercayaan masyarakat sama penerima kipk itu emang udh jelek sejak banyak yg gak tepat sasaran wajar aja pada sentimen ya kalo udah mampu tinggal cabut aja apa susahnya sih wkwkwk
Mon Apr 29 13:00:47 +0000 2024,@Nctfangirlss @undipmenfess Gimana yaa aku dulu penerima kipk jalur survei. Waktu disurvei staff kipk minta uang buat lolosin aku kalo gamau bayar diancem namanya akan diblacklist dari semua daftar beasiswa kampus jadi mau gamau aku bayar kak,tellmewtdg,nctfangirlss undipmenfess gimana yaa aku dulu penerima kipk jalur survei waktu disurvei staff kipk minta uang buat lolosin aku kalo gamau bayar diancem namanya akan diblacklist dari semua daftar beasiswa kampus jadi mau gamau aku bayar kak
Mon Apr 29 12:59:46 +0000 2024,@minimalily @convomf bukan kak. di surat pengunduran dirinya pun tertulis dia penerima kipk tahun 2021 https://t.co/4IlbBm91LO,dysaari,minimalily convomf bukan kak di surat pengunduran dirinya pun tertulis dia penerima kipk tahun
Mon Apr 29 12:58:45 +0000 2024,@vickyjuans @digidegu Banyak si penerima kipk yang kesehariannya lebih mewah dibanding yg bukan penerima beasiswa yang jadi pertanyaan itu dia lolos seleksi nya gimana? Bukannya ngelampirin surat ga mampu dll ya hadehh ini nih oknum-oknum yg ngambil hak orang yg lebih butuh. https://t.co/Bf0PzvYSbG,_JklmnoVqrstu,vickyjuans digidegu banyak si penerima kipk yang kesehariannya lebih mewah dibanding yg bukan penerima beasiswa yang jadi pertanyaan itu dia lolos seleksi nya gimana bukannya ngelampirin surat ga mampu dll ya hadehh ini nih oknum oknum yg ngambil hak orang yg lebih butuh
Mon Apr 29 12:58:28 +0000 2024,@awgem penerima kipk tp skrg udh makmur jaya netizen ga terima dan minta tu org mundur. terus ternyata setelah ditelusuri lagi ini orang dulu pernah kena kasus masuk group yg isinya cewek semua tp ngehina cewek lain. panjang bet panjang dah ceritanya bank meg,odeniip,awgem penerima kipk tp skrg udh makmur jaya netizen ga terima dan minta tu org mundur terus ternyata setelah ditelusuri lagi ini orang dulu pernah kena kasus masuk group yg isinya cewek semua tp ngehina cewek lain panjang bet panjang dah ceritanya bank meg
Mon Apr 29 12:56:24 +0000 2024,@bajuri_senpai Sangat mataneeeee tapi tetep eman aja pak gor. Lagian ngerujak satu orang abis-abisan gitu hasilnya apa sih selain akhirnya blio ngundurin diri dari penerima kipk? Kalo sistem seleksi penerimanya ttp bapuk ya abis ini yg bakal ada kejadian gini lagi ,astafirulo_,bajuri senpai sangat mataneeeee tapi tetep eman aja pak gor lagian ngerujak satu orang abis abisan gitu hasilnya apa sih selain akhirnya blio ngundurin diri dari penerima kipk kalo sistem seleksi penerimanya ttp bapuk ya abis ini yg bakal ada kejadian gini lagi
Mon Apr 29 12:55:55 +0000 2024,Minimal harus tau diri gk sih klu jadu penerima KIPK,Stanley90416,minimal harus tau diri gk sih klu jadu penerima kipk
Mon Apr 29 12:55:19 +0000 2024,@ramenboiz yang selebtweet ootidi mahasiswi undip ternyata penerima kipk padahal orang mampu,didoremifyy,ramenboiz yang selebtweet ootidi mahasiswi undip ternyata penerima kipk padahal orang mampu
Mon Apr 29 12:54:36 +0000 2024,buset si anak undip penerima kipk berlipstik dior itu ngatain dia jelek?????????? salah liat foto kali. liatnya foto selfie dia sendiri,txtfromputri,buset si anak undip penerima kipk berlipstik dior itu ngatain dia jelek salah liat foto kali liatnya foto selfie dia sendiri
Mon Apr 29 12:54:14 +0000 2024,Rame ttg penerima kipk terlihat tajir. Wkwk. Aku dulu jg anak bidik misi btw. Tp kalo liat track record aku: -Sekolah selalu di tempat bagus (sampe smp bahkan di swasta mahal). -Pernah stay di US. -Cina. -I dress(ed) rather well. Gmn caranya mau percaya? ,nenglily,rame ttg penerima kipk terlihat tajir wkwk aku dulu jg anak bidik misi btw tp kalo liat track record aku sekolah selalu di tempat bagus sampe smp bahkan di swasta mahal pernah stay di us cina i dressed rather well gmn caranya mau percaya
Mon Apr 29 12:53:50 +0000 2024,Seru bgt liat orng lagi pada nge goreng penerima kipk WKWKW https://t.co/kYwib5st36,scaraemuach,seru bgt liat orng lagi pada nge goreng penerima kipk wkwkw
Mon Apr 29 12:53:34 +0000 2024,-ness Seumur hidup aku akan balas dendam sama penerima KIPK yang ngga layak. Sahabatku dulu putus kuliah karena ngga mampu bayar UKT di semester 5,unnesmenfess,ness seumur hidup aku akan balas dendam sama penerima kipk yang ngga layak sahabatku dulu putus kuliah karena ngga mampu bayar ukt di semester
Mon Apr 29 12:53:10 +0000 2024,Semoga dengan trendingnya soal kipk penerima kipk bisa lebih tepat sasaran kedepannya,tehsissrie,semoga dengan trendingnya soal kipk penerima kipk bisa lebih tepat sasaran kedepannya
Mon Apr 29 12:52:49 +0000 2024,njer dihapus postan ija penerima kipk,livbedamn,njer dihapus postan ija penerima kipk
Mon Apr 29 12:51:39 +0000 2024,@daisybloei Nah itu kak dampak negatifnya jadi terbentuk stigma ke para penerima KIPK yg emg beneran butuh. Gara gara para korup:(,palingteguh,daisybloei nah itu kak dampak negatifnya jadi terbentuk stigma ke para penerima kipk yg emg beneran butuh gara gara para korup
Mon Apr 29 12:50:15 +0000 2024,Ni org replynya beda sama postannya njirrr kan emg pemerintah kita ga kerja yaudah diberi sanksi sosial sm twitter. Trus skrg dia nyadar dia salah toh??? Ya gpp kita masyarakat cari2 penerima kipk yg ga sesuai biar pada mundur,baebeeeeen,ni org replynya beda sama postannya njirrr kan emg pemerintah kita ga kerja yaudah diberi sanksi sosial sm twitter trus skrg dia nyadar dia salah toh ya gpp kita masyarakat cari penerima kipk yg ga sesuai biar pada mundur
Mon Apr 29 12:49:46 +0000 2024,@convomf Maraknya kasus penyalahgunaan dana kipk penyeleksi harusnya bisa lebih aware sm keaslian data calon penerima dan mereka juga punya kewenangan penuh buat menyelidiki secara tuntas data-data yang dikasih pas seleksi awal.,berrsambung,convomf maraknya kasus penyalahgunaan dana kipk penyeleksi harusnya bisa lebih aware sm keaslian data calon penerima dan mereka juga punya kewenangan penuh buat menyelidiki secara tuntas data data yang dikasih pas seleksi awal
Mon Apr 29 12:49:17 +0000 2024,gua ada temen sekelas pas S1. pernah dengerin dia cerita kalo life style dia agak hedon pake outfit branded liburan ke bali sama pacarnya &amp; kalo beli barang tuh yg udah sampe ga liat harganya gitu lah gua baru tau di semester akhir kalo dia selama ini penerima kipk ️,sogoita,gua ada temen sekelas pas s pernah dengerin dia cerita kalo life style dia agak hedon pake outfit branded liburan ke bali sama pacarnya amp kalo beli barang tuh yg udah sampe ga liat harganya gitu lah gua baru tau di semester akhir kalo dia selama ini penerima kipk
Mon Apr 29 12:48:33 +0000 2024, Emang penerima kipk harus puasa senin kamis keliatan gembel? Ga boleh makan enak dan tampil rapi? NI ORANG-ORANG BISA BEDAIN GA SIHHH HIDUP LAYAK DAN HIDUP HEDON Yakali penerima bantuan tapi open table gadgetnya full apple ecosystem koleksi makeupnya segunung,sipalingmieee,emang penerima kipk harus puasa senin kamis keliatan gembel ga boleh makan enak dan tampil rapi ni orang orang bisa bedain ga sihhh hidup layak dan hidup hedon yakali penerima bantuan tapi open table gadgetnya full apple ecosystem koleksi makeupnya segunung
Mon Apr 29 12:46:27 +0000 2024,@convomf FYI gw dulu pas sekolah adlh penerima kjp karna pas lulus gw dapet kerjaan jadi pas kuliah gw gk daftar kipk walaupun bisa aja gw lanjutin karna nama gw udah tercantum tp gw gk lakuin itu karna gw tau masih byk orang yg lebih berhak atas itu,pinkishlovesme,convomf fyi gw dulu pas sekolah adlh penerima kjp karna pas lulus gw dapet kerjaan jadi pas kuliah gw gk daftar kipk walaupun bisa aja gw lanjutin karna nama gw udah tercantum tp gw gk lakuin itu karna gw tau masih byk orang yg lebih berhak atas itu
Mon Apr 29 12:45:31 +0000 2024,@convomf Murni kesalahan dia lu gk usah embel embel ngebelain nder. Sadar diri udah punya penghasilan yang lebih harusnya langsung mengundurkan diri dari penerima kipk bukan malah diem dan dilanjutin. Apa gk punya rasa malu.,Kissaeblen,convomf murni kesalahan dia lu gk usah embel embel ngebelain nder sadar diri udah punya penghasilan yang lebih harusnya langsung mengundurkan diri dari penerima kipk bukan malah diem dan dilanjutin apa gk punya rasa malu
Mon Apr 29 12:45:17 +0000 2024,@convomfs Gua yg dah lulus tpi skrng harus kerja pontang panting buat ngelunasin utang biaya kuliah yg gaada abisnya karena gali lobang tutup lobang kek pen mati aja eh ada penerima kipk kek gini kelakuannya ,leviathalial,convomfs gua yg dah lulus tpi skrng harus kerja pontang panting buat ngelunasin utang biaya kuliah yg gaada abisnya karena gali lobang tutup lobang kek pen mati aja eh ada penerima kipk kek gini kelakuannya
Mon Apr 29 12:45:09 +0000 2024,@loaveunz jd intinya dia itu influencer di ig sama di twt juga tp dia tuh penerima kipk mana gaya hidupnya bener2 hedon bgt flexing setiap saat pas dikepoin ternyata dia bad characteristic gitu suka bully sm kata2nya kasar jorok jg kataku soalnya sering bahas b*kp di twt nya ,RDIKEYSA,loaveunz jd intinya dia itu influencer di ig sama di twt juga tp dia tuh penerima kipk mana gaya hidupnya bener hedon bgt flexing setiap saat pas dikepoin ternyata dia bad characteristic gitu suka bully sm katanya kasar jorok jg kataku soalnya sering bahas b kp di twt nya
Mon Apr 29 12:44:04 +0000 2024,@convomf Ketikan lo gk konsisten lo pengen bela dia tapi gk mau kena hujat juga Gini ya walaupun dia dapet kipk pas dia masih susah kan sekarang udah ada rezeki berlebih dan dia bisa lapor ke pihak kampus buat cabut nama dia dari daftar penerima kipk dan bisa kasih ke yg lebih berhak,pinkishlovesme,convomf ketikan lo gk konsisten lo pengen bela dia tapi gk mau kena hujat juga gini ya walaupun dia dapet kipk pas dia masih susah kan sekarang udah ada rezeki berlebih dan dia bisa lapor ke pihak kampus buat cabut nama dia dari daftar penerima kipk dan bisa kasih ke yg lebih berhak
Mon Apr 29 12:43:08 +0000 2024,@lonerhelios Penerima KIPK,PintuKarat,lonerhelios penerima kipk
Mon Apr 29 12:41:08 +0000 2024,@eufr4s1a wkwk my cousin penerima kipk tapi skincare innisfree hp ip tablet sumsang dan emang anaknya penganut coquette,zukotaki,eufrsa wkwk my cousin penerima kipk tapi skincare innisfree hp ip tablet sumsang dan emang anaknya penganut coquette
Mon Apr 29 12:39:21 +0000 2024,hah ..... gue penerima kipk aja beneran engap buat biaya hidup. KOK BISA?,mitayaw_,hah gue penerima kipk aja beneran engap buat biaya hidup kok bisa
Mon Apr 29 12:38:51 +0000 2024,@vinnerchild_7 @convomfs Penerima kipk tp hidupnya hedon Trz ternyata cuitanya mengarah kek ciwi2 nUckuL ,ThV_crew5,vinnerchild convomfs penerima kipk tp hidupnya hedon trz ternyata cuitanya mengarah kek ciwi nuckul
